STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.170710384845734,A,Annual,Bulgaria,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.763390123844147,A,Annual,Burkina Faso,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.35027754306793,A,Annual,Burundi,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.777999877929688,A,Annual,Cabo Verde,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.136436149477959,A,Annual,Cambodia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2013,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.53223729133606,A,Annual,Cameroon,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.266823202371597,A,Annual,Romania,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.947688162326813,A,Annual,Russian Federation,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.0665186643600464,A,Annual,Rwanda,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,WSM,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.17588353157043,A,Annual,Samoa,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.38275027275085,A,Annual,San Marino,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.215979158878326,A,Annual,São Tomé and Príncipe,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SAU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.472771108150482,A,Annual,Saudi Arabia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SEN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.22595489025116,A,Annual,Senegal,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SRB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.133281603455544,A,Annual,Serbia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.715953171253204,A,Annual,Seychelles,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2016,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.167113155126572,A,Annual,Sierra Leone,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.754677414894104,A,Annual,Papua New Guinea,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.692596554756165,A,Annual,Paraguay,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.760749697685242,A,Annual,Peru,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.39218163490295,A,Annual,Philippines,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.07206296920776,A,Annual,Poland,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRT,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.741739273071289,A,Annual,Portugal,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.600148975849152,A,Annual,Puerto Rico,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,QAT,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.17473101615906,A,Annual,Qatar,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ROU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.186090663075447,A,Annual,Romania,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2011,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.998262107372284,A,Annual,Russian Federation,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-2.19674205780029,A,Annual,"Congo, Dem. Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.316415846347809,A,Annual,"Congo, Rep.",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.691537201404572,A,Annual,Costa Rica,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.5838942527771,A,Annual,Côte d’Ivoire,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.608463644981384,A,Annual,Croatia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUB,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.349292427301407,A,Annual,Cuba,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.452444821596146,A,Annual,Cyprus,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.989233732223511,A,Annual,Czechia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.04096102714539,A,Annual,Denmark,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.253481268882751,A,Annual,Djibouti,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BMU,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.911838114261627,A,Annual,Bermuda,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.742221653461456,A,Annual,Bhutan,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.415407210588455,A,Annual,Bolivia,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.693730175495148,A,Annual,Bosnia and Herzegovina,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.991209805011749,A,Annual,Botswana,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.0134759107604623,A,Annual,Brazil,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.27754700183868,A,Annual,Brunei Darussalam,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.360091060400009,A,Annual,Bulgaria,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.117637142539024,A,Annual,Burkina Faso,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BDI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2010,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-1.6259593963623,A,Annual,Burundi,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HTI,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2015,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.671565055847168,A,Annual,Haiti,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HND,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2015,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,-0.472757905721664,A,Annual,Honduras,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HKG,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2015,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,1.03520536422729,A,Annual,"Hong Kong SAR, China",Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HUN,WB_WDI_PV_EST,_T,_T,_T,IX,_Z,_Z,_Z,2015,_Z,IX,2,WB_WDI,P1Y,Political Stability and Absence of Violence/Terrorism: Estimate,0,WB_WDI,PU,0.737792491912842,A,Annual,Hungary,Political Stability and Absence of Violence/Terrorism: Estimate,Total,All age ranges or no breakdown by age,Total,Index,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Index,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
